Position,Institution,Country/territory,Count,Share
8332,"Hirabai Cowasji Jehangir Medical Research Institute (HCJMRI)",India,2,0.028156940323112
8333,"Bonifatius Hospital Lingen",Germany,2,0.02797619047619
8334,"Bioversity International",Italy,2,0.027967359050445
8335,"Elasmo Project","United Arab Emirates",2,0.02790404040404
8336,BMJ,"United Kingdom (UK)",1,0.027777777777778
8336,"Global Schistosomiasis Alliance (GSA)","United Kingdom (UK)",1,0.027777777777778
8336,"Axial Spondyloarthritis International Federation (ASIF","United Kingdom (UK)",1,0.027777777777778
8336,"BenevolentAI Limited","United Kingdom (UK)",1,0.027777777777778
8336,"Swiss Paediatric Oncology Group",Switzerland,1,0.027777777777778
8336,"Hospital Infanta Cristina",Spain,1,0.027777777777778
8336,"International Center for Numerical Methods in Engineering (CIMNE)",Spain,1,0.027777777777778
8336,"""Prof Dr CC Iliescu"" Emergency Institute for Cardiovascular Diseases",Romania,1,0.027777777777778
8336,"Lisbon School of Health Technology (ESTeSL)",Portugal,1,0.027777777777778
8336,"Inter Clinic Piotr Adrian Klimiuk",Poland,1,0.027777777777778
8336,"Institute of Hematology and Transfusion Medicine (IHT)",Poland,1,0.027777777777778
8336,"Rivierenland Hospital",Netherlands,1,0.027777777777778
8336,"Zuyd University of Applied Sciences (ZUYD)",Netherlands,1,0.027777777777778
8336,"Bios Biotech Multi-Diagnostic Health Center",Italy,1,0.027777777777778
8336,"Athens Water Supply and Sewerage Company (EYDAP)",Greece,1,0.027777777777778
8336,"Hellenic Institute for the Study of Sepsis (HISS)",Greece,1,0.027777777777778
8336,"Constructor Knowledge Labs (CKL)",Germany,1,0.027777777777778
8336,"H.O.T. Praxis Landshut",Germany,1,0.027777777777778
8336,"Real World Evidence Germany",Germany,1,0.027777777777778
8336,"Städtisches Klinikum Dessau",Germany,1,0.027777777777778
8336,"Onkologiepraxis Dr. Hauch/Dr. Schreiber",Germany,1,0.027777777777778
8336,"Concord Hospital (CH)","United States of America (USA)",1,0.027777777777778
8336,"La Salle University",Colombia,1,0.027777777777778
8336,"Hospital Alemán",Argentina,1,0.027777777777778
8336,"EDB Consulting","United States of America (USA)",1,0.027777777777778
8336,"TKD Solutions","United States of America (USA)",1,0.027777777777778
8336,"Jnana Therapeutics","United States of America (USA)",1,0.027777777777778
8336,"Santa Rosa Junior College (SRJC)","United States of America (USA)",1,0.027777777777778
8336,"Spectral Energies, LLC","United States of America (USA)",1,0.027777777777778
8336,"Carbon Direct, Inc.","United States of America (USA)",1,0.027777777777778
8336,"Hawaii Agriculture Research Center (HARC)","United States of America (USA)",1,0.027777777777778
8336,"Codify Therapeutics","United States of America (USA)",1,0.027777777777778
8336,"The Royal Society of Canada",Canada,1,0.027777777777778
8336,"Cosumnes River College","United States of America (USA)",1,0.027777777777778
8336,"DPM Biostatistics LLC","United States of America (USA)",1,0.027777777777778
8336,"Emerson Collective","United States of America (USA)",1,0.027777777777778
8336,"Northeastern State University","United States of America (USA)",1,0.027777777777778
8336,"Center for Medical Dermatology + Immunology Research","United States of America (USA)",1,0.027777777777778
8336,"The Oregon Clinic, P.C.","United States of America (USA)",1,0.027777777777778
8336,DCIS411,"United States of America (USA)",1,0.027777777777778
8336,"Patient Advocates In Research (PAIR)","United States of America (USA)",1,0.027777777777778
8336,"Skin Health and Wellness Centre",Canada,1,0.027777777777778
8336,"Dermatology Research Institute",Canada,1,0.027777777777778
8336,"Zaozhuang Municipal Hospital",China,1,0.027777777777778
8336,"Hamamatsu Medical Center",Japan,1,0.027777777777778
8336,"Tanaka Growth Clinic",Japan,1,0.027777777777778
8336,"EPS Corporation",Japan,1,0.027777777777778
8336,"Teine Keijinkai Hospital",Japan,1,0.027777777777778
8336,"Sendai Open Hospital",Japan,1,0.027777777777778
8336,"Tridarma Healthcare Empowerment Foundation",Indonesia,1,0.027777777777778
8336,"Calcutta Medical Research Institute (CMRI)",India,1,0.027777777777778
8336,"Institute of Child Health, Kolkata",India,1,0.027777777777778
8336,"Armed Forces Medical College (AFMC)",India,1,0.027777777777778
8336,"Ningbo Baoting Bioscience & Technology",China,1,0.027777777777778
8336,"Internistischen Schwerpunkt Praxen Erlangen",Germany,1,0.027777777777778
8336,"Baise People's Hospital",China,1,0.027777777777778
8336,"Hengzhou City People's Hospital",China,1,0.027777777777778
8336,"People's Hospital of Beiliu",China,1,0.027777777777778
8336,"Shanghai WarpEnergy Co. Ltd.",China,1,0.027777777777778
8336,"BDgene Therapeutics Co., Ltd.",China,1,0.027777777777778
8336,"Jianhu People's Hospital",China,1,0.027777777777778
8336,"ChangZhou S.C Exact Equipment Co",China,1,0.027777777777778
8336,"Shenzhen Longgang District Traditional Chinese Medicine Hospital",China,1,0.027777777777778
8336,"Food Standards Australia New Zealand (FSANZ)",Australia,1,0.027777777777778
8336,"Instituto Superior Técnico Militar (ISTM)",Angola,1,0.027777777777778
8336,"Onkozentrum Dresden/Freiberg/Meißen",Germany,1,0.027777777777778
8336,"Okinawa Prefectural Nanbu Medical Center and Children's Medical Cente",Japan,1,0.027777777777778
8336,"Gemeinschaftspraxis für Hämatologie und Onkologie-Münster",Germany,1,0.027777777777778
8336,"Medicinum Hildesheim GmbH & Co. KG",Germany,1,0.027777777777778
8336,"Praxis Internistischer Onkologie und Haematologie (PIOH)",Germany,1,0.027777777777778
8336,"Onkologie Niemeyerstraße 22",Germany,1,0.027777777777778
8336,"Ambulantes Zentrum für Hämatologie, Onkologie und Gerinnung",Germany,1,0.027777777777778
8336,"Brüderkrankenhaus St. Josef Paderborn",Germany,1,0.027777777777778
8336,"Dr. med. Holger Klaproth Facharzt für Innere Medizin, Hämatologie, Onkologie und Palliativmedizin",Germany,1,0.027777777777778
8336,"Practice for Oncology and Hematology, Leer",Germany,1,0.027777777777778
8336,"Praxis für Innere Medizin, Hämatologie und intern. Onkologie",Germany,1,0.027777777777778
8336,"Mannheim Oncology Practice",Germany,1,0.027777777777778
8336,"Novaptech SAS",France,1,0.027777777777778
8336,Solnil,France,1,0.027777777777778
8336,"Institut Sup'Biotech de Paris",France,1,0.027777777777778
8336,"South Ostrobothnia Health Care District (SO HCD)",Finland,1,0.027777777777778
8336,"Orton Ltd.",Finland,1,0.027777777777778
8336,"Croatian Institute of Transfusion Medicine",Croatia,1,0.027777777777778
8336,"People's Hospital 115",Vietnam,1,0.027777777777778
8336,"Korea Institute of Drug Safety Risk Management","South Korea",1,0.027777777777778
8336,"Chibune General Hospital",Japan,1,0.027777777777778
8337,"Babol University of Medical Sciences",Iran,3,0.027743504579521
8338,"Iranian Cheetah Society",Iran,1,0.027649769585253
8338,"Centro de Investigaciones del Bosque Atlántico (CeIBA)",Argentina,1,0.027649769585253
8339,"Viral Hepatitis Care Network (VIRCAN)",Canada,1,0.027564102564103
8340,"Evangelisches Klinikum Bethel gGmbH (EvKB)",Germany,2,0.027536231884058
8341,"Shalinitai Meghe Hospital and Research Center (SMHRC)",India,1,0.027522935779817
8341,"MediCiti Institute of Medical Sciences",India,1,0.027522935779817
8341,"Sengupta Hospital and Research Institute",India,1,0.027522935779817
8341,"Osmania General Hospital",India,1,0.027522935779817
8342,"Kliniken Südostbayern AG",Germany,3,0.027474741084938
8343,Civity,"United States of America (USA)",1,0.027450980392157
8344,"Instituto Amazónico de Investigaciones Científicas Sinchi",Colombia,1,0.027397260273973
8345,"Long Beach High School","United States of America (USA)",1,0.027272727272727
8345,"Nature Glenelg Trust",Australia,1,0.027272727272727
8345,"Budongo Conservation Field Station (BCFS)",Uganda,1,0.027272727272727
8346,"Valencian International University (VIU)",Spain,2,0.027083333333333
8347,"Ascension St. John Hospital","United States of America (USA)",1,0.027027027027027
8347,"Tennova Healthcare- Turkey Creek Medical Center","United States of America (USA)",1,0.027027027027027
8347,"Oregon Department of Fish and Wildlife (ODFW)","United States of America (USA)",1,0.027027027027027
8347,"BigHat Biosciences, Inc.","United States of America (USA)",1,0.027027027027027
8347,"Women’s Care Florida","United States of America (USA)",1,0.027027027027027
8347,"Hematology Oncology Associates of the Treasure Coast","United States of America (USA)",1,0.027027027027027
8347,"Systemic JIA Foundation","United States of America (USA)",1,0.027027027027027
8347,"Neomorph, Inc","United States of America (USA)",1,0.027027027027027
8347,"Brüderklinikum Julia Lanz",Germany,1,0.027027027027027
8347,"Butterfly Thyroid Cancer Trust","United Kingdom (UK)",1,0.027027027027027
8347,"National University of Science and Technology (NUST)",Zimbabwe,1,0.027027027027027
8347,"Lakeside Healthcare Group","United Kingdom (UK)",1,0.027027027027027
8347,"Shenzhen Traditional Chinese Medicine Hospital",China,1,0.027027027027027
8347,"Shangrao Municipal Hospital",China,1,0.027027027027027
8347,"PKUcare Luzhong Hospital",China,1,0.027027027027027
8347,"Hefei First People's Hospital",China,1,0.027027027027027
8347,"Canton Biologics",China,1,0.027027027027027
8347,"European Network for Children with Arthritis (ENCA)",France,1,0.027027027027027
8347,"Cancer Registry of North Rhine-Westphalia",Germany,1,0.027027027027027
8348,"Fundação Faculdade de Medicina de São José do Rio Preto (Funfarme)",Brazil,1,0.026881720430108
8349,"Nagaoka Sutoku University",Japan,2,0.026851851851852
8350,"Istituto Oikos",Italy,2,0.026830517153098
8351,"Wuhan Bright Eye Hospital",China,1,0.026785714285714
8351,"CheckImmune GmbH",Germany,1,0.026785714285714
8352,"National Institute for Health Development (NIHD)",Estonia,2,0.026776882859969
8353,"Burjeel Medical City","United Arab Emirates",2,0.026743295019157
8354,"D2G Oncology, Inc.","United States of America (USA)",1,0.026717557251908
8355,"DHU Fire",France,4,0.026682098765432
8356,"Salzburg Cancer Research Institute (SCRI)",Austria,2,0.026645768025078
8357,"MBN Clinical Laboratories",Uganda,1,0.026595744680851
8358,"Lygodium Ceylon Health and Environmental Policy Research Center","Sri Lanka",1,0.026515151515152
8359,"National Public Health Center (NPHC)",Hungary,1,0.026315789473684
8359,"Aquincum Museum and Archaeological Park",Hungary,1,0.026315789473684
8359,"Ospedale Santissima Trinità",Italy,1,0.026315789473684
8359,"Copernicus Memorial Hospital",Poland,1,0.026315789473684
8359,"Polytechnic Institute of Setúbal (IPS)",Portugal,1,0.026315789473684
8359,"Vasile Goldiș Western University of Arad",Romania,1,0.026315789473684
8359,"Slovak Environment Agency",Slovakia,1,0.026315789473684
8359,"International Center for Ethnobotanical Education, Research, and Service (ICEERS)",Spain,1,0.026315789473684
8359,"Unidad de Gestión Clínica del Dispositivo de Cuidados Críticos y Urgencias del Distrito Sanitario Málaga-Coín-Guadalhorce",Spain,1,0.026315789473684
8359,"Gävle Hospital",Sweden,1,0.026315789473684
8359,"Hammersmith Medicines Research Ltd.","United Kingdom (UK)",1,0.026315789473684
8359,"Muscular Dystrophy Canada",Canada,1,0.026315789473684
8359,"Tropical Agricultural Research and Higher Education Center (CATIE)","Costa Rica",1,0.026315789473684
8359,"UGenome AI","United States of America (USA)",1,0.026315789473684
8359,"Seed Health, Inc.","United States of America (USA)",1,0.026315789473684
8359,"MassGenics Inc.","United States of America (USA)",1,0.026315789473684
8359,"Texas Woman's University (TWU)","United States of America (USA)",1,0.026315789473684
8359,OneOncology,"United States of America (USA)",1,0.026315789473684
8359,"Wagner College","United States of America (USA)",1,0.026315789473684
8359,"University of Santo Amaro (UNiSA)",Brazil,1,0.026315789473684
8359,"Hospital Nora Teixeira",Brazil,1,0.026315789473684
8359,"UTE UNIVERSITY",Ecuador,1,0.026315789473684
8359,"Universidad Antonio Ruiz de Montoya (UARM)",Peru,1,0.026315789473684
8359,"Afghanistan International Islamic University (AIIU)",Afghanistan,1,0.026315789473684
8359,"Fondation pour la Recherche Médicale (FRM)",France,1,0.026315789473684
8359,"INSiGENe Ltd.",Australia,1,0.026315789473684
8359,"University of Uyo",Nigeria,1,0.026315789473684
8359,"University of Uyo Teaching Hospital",Nigeria,1,0.026315789473684
8359,"Health Improvement Project Zanzibar (HIPZ)",Tanzania,1,0.026315789473684
8359,"Bo'ai Hospital of Zhongshan",China,1,0.026315789473684
8359,"Tianjin Academy of Traditional Chinese Medicine Affiliated Hospital",China,1,0.026315789473684
8359,"METiS Pharmaceuticals, Inc.",China,1,0.026315789473684
8359,"Hebei Academy of Science",China,1,0.026315789473684
8359,"Meihekou Central Hospital",China,1,0.026315789473684
8359,"China Biodiversity Conservation and Green Development Foundation (CBCGDF)",China,1,0.026315789473684
8359,"K. J. Somaiya Hospital and Research Center",India,1,0.026315789473684
8359,"Junpukai Foundation",Japan,1,0.026315789473684
8359,"IO Biotech ApS",Denmark,1,0.026315789473684
8359,"SBS Shizuoka Health Promotion Center",Japan,1,0.026315789473684
8359,"Nature Rings – Environmental Research and Education",Germany,1,0.026315789473684
8359,ISARA,France,1,0.026315789473684
8359,"MM Frohnleiten GmbH",Austria,1,0.026315789473684
8359,"Taiwan Forestry Research Institute (TFRI)",Taiwan,1,0.026315789473684
8359,"National Defence University of Malaysia",Malaysia,1,0.026315789473684
8359,"Kyodo Milk Industry Co., Ltd.",Japan,1,0.026315789473684
8359,"Chikugo Yoshii Cocoro Hospital",Japan,1,0.026315789473684
8359,"NHO Hizen Psychiatric Medical Center",Japan,1,0.026315789473684
8359,"Sugimurakai Medical Association",Japan,1,0.026315789473684
8359,"Miyazaki Medical Association Hospital",Japan,1,0.026315789473684
8360,"Adler Planetarium","United States of America (USA)",3,0.02615778576877
8361,"Hong Kong Sanatorium and Hospital (HKSH)",China,3,0.026086467644909
8362,"Bioberrys Healthcare and Research Centre",India,2,0.026069518716578
8363,"Armed Forces Hospital",Oman,2,0.026059456040481
8364,"Haraldsplass Deaconess Hospital",Norway,1,0.026041666666667
8364,"University of Bristol Spelaeological Society (UBSS)","United Kingdom (UK)",1,0.026041666666667
8364,"RSD Institute",Cameroon,1,0.026041666666667
8364,"Euro-Mediterranean Institute of Science and Technology (IEMEST)",Italy,1,0.026041666666667
8365,"Frontier Laboratories Ltd.",Japan,1,0.025974025974026
8365,"Analytisches Forschungsinstitut für Non-Target Screening GmbH (AFIN-TS)",Germany,1,0.025974025974026
8365,"White Lab Srl",Italy,1,0.025974025974026
8365,"Het Waterlaboratorium",Netherlands,1,0.025974025974026
8366,"Sime Darby Berhad",Malaysia,2,0.025871459694989
8367,"E. Kharadze Georgian National Astrophysical Observatory",Georgia,2,0.025842945874002
8368,"Quantinuum Research, LLC","United States of America (USA)",2,0.025797448165869
8369,"Swiss Institute of Genomic Medicine (Medigenome)",Switzerland,2,0.025679012345679
8370,"France Ministry of Higher Education and Research (MESRI)",France,5,0.025661064669685
8370,"France Universités",France,5,0.025661064669685
8371,"City Clinical Hospital No1 named after N.I. Pirogov",Russia,1,0.025641025641026
8371,"University of Boyacá (UB)",Colombia,1,0.025641025641026
8371,"Equal3 Fertility","United States of America (USA)",1,0.025641025641026
8371,"Navajo Technical University","United States of America (USA)",1,0.025641025641026
8371,"Frutigen Meiringen Interlaken AG (Spitäler fmi AG)",Switzerland,1,0.025641025641026
8371,"Norwegian Armed Forces Joint Medical Services",Norway,1,0.025641025641026
8371,"South Harz Karst Landscape Biosphere Reserve",Germany,1,0.025641025641026
8371,"HurRain Nano Technology Co., Ltd.",China,1,0.025641025641026
8371,"German Bat Observatory",Germany,1,0.025641025641026
8371,"Camel Biosciences","South Korea",1,0.025641025641026
8371,"I-SHARE Foundation",India,1,0.025641025641026
8371,"Shenzhen Guangyi Tech Co., Ltd",China,1,0.025641025641026
8371,"Irish-Australian Blood Collaborative Network",Ireland,1,0.025641025641026
8371,"Galapagos Whale Shark Project",Ecuador,2,0.025641025641026
8371,"iLS Clinical Research",Mexico,1,0.025641025641026
8371,"Centro de Investigación Clínica Acelerada (CICA)",Mexico,1,0.025641025641026
8371,"Clinical Research Institute (CRI)",Mexico,1,0.025641025641026
8371,"Centro de Investigación Clínica Chapultepec (CICC)",Mexico,1,0.025641025641026
8371,"Unidad de Atención Médica e Investigación en Salud (UNAMIS)",Mexico,1,0.025641025641026
8371,"Centro de Investigación Clínica del Pacifico (CICPA)",Mexico,1,0.025641025641026
8371,"Instituto Veracruzano de Investigación Clínica (IVIC)",Mexico,1,0.025641025641026
8371,"Consultora Mextrategy",Mexico,1,0.025641025641026
8371,"Eagle Health Analytics, LLC","United States of America (USA)",1,0.025641025641026
8371,"Concept Medical Inc.","United States of America (USA)",1,0.025641025641026
8371,Cordis,"United States of America (USA)",1,0.025641025641026
8371,"Healthcare Insights Solutions, LLC","United States of America (USA)",1,0.025641025641026
8371,"Sanatorio Güemes",Argentina,1,0.025641025641026
8371,"Hospital da Criança de Brasília José Alencar (HCB)",Brazil,1,0.025641025641026
8371,"Othar Lordkipanidze Center for Archaeological Research",Georgia,1,0.025641025641026
8371,"Ashford and St Peter's Hospitals NHS Foundation Trust","United Kingdom (UK)",1,0.025641025641026
8371,"Center of Attention in Medical Research (CAIMED)",Colombia,1,0.025641025641026
8371,"Kenya Cardiac Society (KCS)",Kenya,1,0.025641025641026
8371,"OrigiMed Co. Ltd.",China,1,0.025641025641026
8371,"Liuyang Hospital of Traditional Chinese Medicine",China,1,0.025641025641026
8371,"National Mie Hospital",Japan,1,0.025641025641026
8371,"Institute for Nutrition and Health Research (NHRESE)",Finland,1,0.025641025641026
8371,"Brandenburg State Authorities for Heritage Management and State Museum of Archaeology (BLDAM)",Germany,1,0.025641025641026
8371,"Klinikum Arnsberg",Germany,1,0.025641025641026
8371,"The State Hermitage Museum",Russia,1,0.025641025641026
8371,"K. D. Ushinsky South Ukrainian National Pedagogical University",Ukraine,1,0.025641025641026
8371,"National Museum of History of Ukraine",Ukraine,1,0.025641025641026
8371,"Poltava Regional Council",Ukraine,1,0.025641025641026
8371,"Anton Makarenko Museum",Ukraine,1,0.025641025641026
8371,"Janeway Children's Health and Rehabilitation Centre",Canada,1,0.025641025641026
8371,"The State Museum of Oriental",Russia,1,0.025641025641026
8372,"Italy Ministry of Infrastructures and Transport (MIT)",Italy,4,0.025615970072239
8372,"Italy Ministry of the Environment and Protection of Land and Sea (MATTM)",Italy,4,0.025615970072239
8372,"Italy Ministry of Agricultural, Food and Forestry Policies (MiPAAF)",Italy,4,0.025615970072239
8372,"Italy Ministry of Economy and Finance (MEF)",Italy,4,0.025615970072239
8373,"Centre for the Study of Haematological and other Malignancies (CSHM)",Cyprus,1,0.025531914893617
8373,"Cyprus Cancer Research Institute (CCRI)",Cyprus,1,0.025531914893617
8374,"John Paul II Catholic University of Lublin (KUL)",Poland,3,0.025413523729884
8375,"Swami Vivekanand Subharti University (SVSU)",India,1,0.025401069518717
8376,"Hôpital Nord-Ouest",France,2,0.025384615384615
8377,"Public Health Research Institute of India (PHRII)",India,1,0.02536231884058
8378,"Shree Seva Medical Foundation",India,1,0.025316455696203
8378,"Ozel Saglik Hospital",Turkey,1,0.025316455696203
8378,"Ng Teng Fong General Hospital (NTFGH)",Singapore,1,0.025316455696203
8379,"Katholisches Marienkrankenhaus gGmbH",Germany,2,0.02530334418467
8380,"Natural Resources and Watershed Management Administration of Khorasan Razavi",Iran,2,0.025282485875706
8381,"Clinique Saint-Pierre",Belgium,2,0.025173408152132
8382,"Lorestan University of Medical Sciences (LUMS)",Iran,2,0.025081328905894
8383,"Liberia Ministry of Health and Social Welfare",Liberia,1,0.025069637883008
8384,"Iowa Diabetes","United States of America (USA)",1,0.025
8384,"Phytoquest Limited","United Kingdom (UK)",1,0.025
8384,"Island Institute","United States of America (USA)",1,0.025
8384,TogetherAI,"United States of America (USA)",1,0.025
8384,"Equip Health, Inc.","United States of America (USA)",1,0.025
8384,"Emplify Health","United States of America (USA)",1,0.025
8384,"Inland Imaging","United States of America (USA)",1,0.025
8384,"Lakeland Vascular Institute","United States of America (USA)",1,0.025
8384,"Berkeley High School","United States of America (USA)",1,0.025
8384,"Northern Nevada Endocrinology","United States of America (USA)",1,0.025
8384,Possible,"United States of America (USA)",1,0.025
8384,"D2V Clinical, Inc.","United States of America (USA)",1,0.025
8384,"American Association of Variable Star Observers (AAVSO)","United States of America (USA)",1,0.025
8384,"Horacio Oduber Hospital","Netherlands Antilles",1,0.025
8384,"Curacao Red Cross","Netherlands Antilles",1,0.025
8384,"Wildlife Haven Rehabilitation Centre",Canada,1,0.025
8384,"National Wildlife Centre Canada",Canada,1,0.025
8384,"Canadian Glycomics Network (GlycoNet)",Canada,1,0.025
8384,"Mesothelioma UK","United Kingdom (UK)",1,0.025
8384,"Mavis Nye Foundation","United Kingdom (UK)",1,0.025
8384,"Singhofen and Associates Incorporated","United States of America (USA)",1,0.025
8384,Ionopticks,Australia,1,0.025
8384,"Tashkent Medical Academy",Uzbekistan,1,0.025
8384,"Bağcılar Merkez Bina İletişim Bilgileri",Turkey,1,0.025
8384,"Ministry of Science and Education",Azerbaijan,1,0.025
8384,"National Center of Oncology",Armenia,1,0.025
8384,"Clarity Healthcare Intelligence",Brazil,1,0.025
8384,"Aramari Apo Institute",Brazil,1,0.025
8384,"Hospital Erasto Gaertner",Brazil,1,0.025
8384,"Tulare County Department of Health and Human Services Agency","United States of America (USA)",1,0.025
8384,"Bureau for Research and Economic Analysis of Development (BREAD)","United States of America (USA)",1,0.025
8384,"NYC Research, Inc.","United States of America (USA)",1,0.025
8384,"California Baptist University (CBU)","United States of America (USA)",1,0.025
8384,"Pueblo Family Physicians","United States of America (USA)",1,0.025
8384,"Combating Antibiotic Resistant Bacteria Biopharmaceutical Accelerator (CARB-X )","United States of America (USA)",1,0.025
8384,"milliThomson LLC.","United States of America (USA)",1,0.025
8384,"Dordt College","United States of America (USA)",1,0.025
8384,"Dignity Health","United States of America (USA)",1,0.025
8384,"Liver Institute Northwest","United States of America (USA)",1,0.025
8384,"Las Vegas Endocrinology","United States of America (USA)",1,0.025
8384,"Mountain State Diabetes","United States of America (USA)",1,0.025
8384,"Wupai Technology Limited Liability Company",China,1,0.025
8384,"Jaslok Hospital",India,1,0.025
8384,"Mancheng High School of Hebei Province",China,1,0.025
8384,"Nanjing Jiangbei New Area Center for Public Health Service",China,1,0.025
8384,"China Lucky Group Corporation",China,1,0.025
8384,"Beijing Health-Biotech Group (H&B)",China,1,0.025
8384,"Sichuan Mental Health Center",China,1,0.025
8384,"The Second People's Hospital of Baoshan",China,1,0.025
8384,"Qinghai Provincial People's Hospital",China,1,0.025
8384,"Yuanwang Hospital",China,1,0.025
8384,"Shanghai Listent Medical Tech Co., LTD.",China,1,0.025
8384,"Edinburgh BioQuarter","United Kingdom (UK)",1,0.025
8384,"Yueyang Hospital",China,1,0.025
8384,"Shanghai AsiFlyer Biotechnology Co., Ltd.",China,1,0.025
8384,"Centre National de Recherches Préhistoriques, Anthropologiques et Historiques (CNRPAH)",Algeria,1,0.025
8384,"Skin Health Institute Inc.",Australia,1,0.025
8384,"Tshwane University of Technology (TUT)","South Africa",1,0.025
8384,"Université de Toliara",Madagascar,1,0.025
8384,"Pharco Pharmaceuticals Corporation",Egypt,1,0.025
8384,"Kamituga Health Zone","Democratic Republic of the Congo (DRC)",1,0.025
8384,"Ocean Census Limited","United Kingdom (UK)",1,0.025
8384,JADBio,Greece,1,0.025
8384,"National Institute of Maritime, Port and Aviation Technology (MPAT)",Japan,1,0.025
8384,"Consorci Hospitalari Provincial de Castellón",Spain,1,0.025
8384,"Distrito Sanitario Atención Primaria Sevilla",Spain,1,0.025
8384,"University of Deusto",Spain,1,0.025
8384,"Jesuit University Ignatianum in Krakow",Poland,1,0.025
8384,"Clinica Santa Rita",Italy,1,0.025
8384,"Associazione Internazionale di Studi sul Mediterraneo e l’Oriente (ISMEO)",Italy,1,0.025
8384,"Mühlenkreiskliniken AöR",Germany,1,0.025
8384,"Berlin Centre of Competence for Water (KWB)",Germany,1,0.025
8384,"Saeloun Bio Inc.","South Korea",1,0.025
8384,"KinoPharma, Inc.",Japan,1,0.025
8384,"Asia Pacific Foundation for Infectious Diseases (APFID)","South Korea",1,0.025
8384,"Institute for Advanced Study Berlin",Germany,1,0.025
8384,"Fo Guang University (FGU)",Taiwan,1,0.025
8384,"Labdia Labordiagnostik GmbH",Austria,1,0.025
8384,"Croda Pharma",Denmark,1,0.025
8384,EMIBiotech,France,1,0.025
8384,"Secobra Recherches",France,1,0.025
8384,"Établissement de Santé pour Enfants et Adolescents de la Région Nantaise (ESEAN)",France,1,0.025
8385,Helix,"United States of America (USA)",1,0.02491103202847
8386,"Danish Heart Foundation",Denmark,2,0.024900962082626
8387,"French Network for Rare Liver Diseases (FILFOIE)",France,2,0.024848484848485
8388,"Ensocell Therapeutics","United Kingdom (UK)",2,0.024845679012346
8389,"Breakthrough T1D","United States of America (USA)",3,0.024778672193837
8390,"Research Institute of Organic Agriculture (ÖMKi)",Hungary,2,0.024755989352263
8391,"Tbilisi State Medical University (TSMU)",Georgia,2,0.024725274725275
8392,"Public Health Authority of the Slovak Republic",Slovakia,2,0.024706489485228
8393,"University of Zulia (LUZ)",Venezuela,1,0.024691358024691
8394,"National Health Service (NHS)","United Kingdom (UK)",3,0.024604128481716
8395,"Main Line Center For Skin Surgery Inc.","United States of America (USA)",1,0.024590163934426
8396,"University of Worcester","United Kingdom (UK)",2,0.024561403508772
8397,"Universidad Autónoma de Guadalajara (UAG)",Mexico,2,0.024548192771084
8398,"National Chung-Shan Institute of Science and Technology (NCSIST)",Taiwan,3,0.024524339978275
8399,"University of La Verne","United States of America (USA)",2,0.02450117370892
8400,"Spokane Community College (SCC)","United States of America (USA)",2,0.024470899470899
8401,"St Vincenz-Hospital",Germany,2,0.024410774410774
8402,"University of Agricultural Sciences and Veterinary Medicine of Cluj-Napoca (USAMVCN)",Romania,1,0.024390243902439
8402,"Omsk Clinical Oncological Dispensary",Russia,1,0.024390243902439
8402,"Botkin Municipal Clinic",Russia,1,0.024390243902439
8402,"Veterinary Clinic Zoovetservis",Ukraine,1,0.024390243902439
8402,"Corozal Veterinary Clinic",Belize,1,0.024390243902439
8402,"Verdun Hospital",Canada,1,0.024390243902439
8402,"Medica Sur Clinic and Foundation",Mexico,1,0.024390243902439
8402,"Mexican Secretariat of National Defense (SEDENA)",Mexico,1,0.024390243902439
8402,"Foghorn Therapeutics, Inc.","United States of America (USA)",1,0.024390243902439
8402,"Messiah University","United States of America (USA)",1,0.024390243902439
8402,"Unidad Asistencial Dr. César Milstein",Argentina,1,0.024390243902439
8402,"Fundación Neumológica de Colombia",Colombia,1,0.024390243902439
8402,"PelGyal Solutions",Bhutan,1,0.024390243902439
8402,"Veterinary Clinic Lopez Quintana",Uruguay,1,0.024390243902439
8402,"Liv Bona Dea Hospital",Azerbaijan,1,0.024390243902439
8402,"Oman Medical Specialty Board",Oman,1,0.024390243902439
8402,"Dr. Kamakshi Memorial Hospital",India,1,0.024390243902439
8402,"National Cancer Institute of Milan",Italy,1,0.024390243902439
8402,"Touray and Meyer Veterinary Clinic",Gambia,1,0.024390243902439
8402,"Animal Anti Cruelty League (AACL)","South Africa",1,0.024390243902439
8402,"Animal Management in Rural and Remote Indigenous Communities (AMRRIC)",Australia,1,0.024390243902439
8402,"National Veterinary Hospital",Bhutan,1,0.024390243902439
8402,"Jilin Guowen Hospital",China,1,0.024390243902439
8402,"Veterinary Diagnostic and Research Laboratory Pvt. Ltd. (VDRL)",Nepal,1,0.024390243902439
8402,"Kathmandu Animal Treatment Centre",Nepal,1,0.024390243902439
8402,"Animal Nepal",Nepal,1,0.024390243902439
8402,"Environment Agency Austria (EAA)",Austria,1,0.024390243902439
8402,"St. Ivan Rilski University Hospital",Bulgaria,1,0.024390243902439
8402,"Médipôle Lyon-Villeurbanne",France,1,0.024390243902439
8402,"Breast Center Niederrhein",Germany,1,0.024390243902439
8402,"MVZ Endokrinologie Zentrum Ulm",Germany,1,0.024390243902439
8403,"Instituto do Bem Ambiental (IBAM)",Brazil,2,0.02436974789916
8404,"Fondation Pierre-Gilles de Gennes pour la Recherche (FPGG)",France,3,0.024338624338624
